tasks_completed_per_day,average_task_time_minutes,distance_travelled_km,payout_amount,customer_rating,login_hours_per_day,device_changes,location_changes,cancellation_rate,late_delivery_rate
22,31,62,1680,3.65,11,0,1,0.12,0.16
37,19,36,2952,3.72,9,1,2,0.03,0.19
38,26,40,1922,3.91,11,0,0,0.05,0.1
24,16,53,1428,3.57,9,0,1,0.08,0.2
39,26,41,1926,3.79,6,0,0,0.01,0.19
22,32,39,1612,4.11,10,1,1,0.13,0.14
28,39,27,2389,4.07,4,1,2,0.12,0.17
12,27,72,2733,3.8,11,0,0,0.02,0.07
34,33,25,1394,3.62,6,0,1,0.13,0.19
14,11,44,2626,3.98,11,0,2,0.01,0.13
27,12,71,2692,4.62,6,0,2,0.03,0.11
15,38,18,2561,4.27,4,1,2,0.02,0.17
6,37,71,2154,4.92,7,1,1,0.08,0.18
30,28,48,501,3.71,6,1,2,0.12,0.15
37,10,60,2613,3.81,11,1,2,0.03,0.02
17,30,19,2793,3.92,4,1,2,0.12,0.13
29,30,61,2125,3.52,4,0,2,0.04,0.17
8,19,21,2213,4.92,6,1,2,0.15,0.12
23,30,71,1071,4.17,9,1,1,0.13,0.19
22,23,12,935,4.22,4,0,0,0.11,0.18
34,22,20,2900,3.74,9,1,1,0.09,0.12
69,4,204,7380,2.1676416211327107,23,3,5,0.4415825520752999,0.7303533239946154
27,15,32,882,4.54,6,1,1,0.03,0.03
20,15,19,2233,4.15,9,1,0,0.07,0.13
5,28,27,1583,4.82,7,1,0,0.07,0.07
16,30,48,2449,4.86,8,0,2,0.1,0.14
28,19,35,1934,3.57,10,0,0,0.03,0.16
38,32,20,1606,3.68,7,0,1,0.09,0.09
12,12,19,573,3.54,9,1,2,0.11,0.02
22,27,12,1834,4.37,10,0,0,0.05,0.18
9,30,71,2573,3.83,11,0,1,0.12,0.12
30,28,70,1900,4.77,6,1,2,0.07,0.08
34,14,13,1334,4.2,5,1,2,0.03,0.13
17,34,70,1703,4.76,11,1,2,0.04,0.14
23,20,17,1273,4.33,4,1,1,0.05,0.05
33,19,22,2813,4.69,8,0,2,0.03,0.14
7,26,21,1903,4.06,6,0,1,0.09,0.07
30,13,44,576,4.92,4,0,0,0.14,0.16
16,35,63,1572,4.5,9,1,2,0.14,0.19
6,30,60,1903,4.39,5,1,0,0.06,0.04
73,3,225,11272,2.326967280316418,16,4,6,0.5476663789235134,0.5670417807182102
32,37,75,2232,4.91,11,0,2,0.14,0.18
22,27,24,1369,4.01,11,0,2,0.05,0.08
17,10,58,2846,4.75,6,0,1,0.14,0.03
26,23,43,1583,4.11,6,0,0,0.15,0.14
16,17,48,1880,4.65,9,1,2,0.12,0.08
6,11,35,2704,4.87,5,1,2,0.06,0.05
11,28,78,2889,4.2,10,1,1,0.1,0.04
30,24,57,1473,4.29,7,0,2,0.06,0.06
30,37,60,1725,4.0,6,0,1,0.15,0.06
28,11,13,2302,3.58,11,0,2,0.02,0.16
16,13,36,2290,4.48,9,0,0,0.14,0.16
20,39,51,2058,3.68,11,1,1,0.02,0.11
27,10,65,1688,4.03,10,1,1,0.02,0.12
13,28,78,1551,4.02,4,0,2,0.14,0.19
36,30,27,813,3.73,9,0,0,0.13,0.18
19,19,70,2088,4.5,5,0,2,0.06,0.17
17,10,13,1807,3.76,10,1,1,0.14,0.09
9,29,10,1821,4.67,6,0,2,0.13,0.09
15,31,59,2523,3.87,9,0,0,0.14,0.18
14,24,79,1872,3.93,10,0,1,0.09,0.19
17,13,29,1135,4.02,11,0,0,0.14,0.16
19,16,29,2992,3.73,7,1,0,0.12,0.16
11,39,55,1730,4.15,11,1,1,0.14,0.12
32,16,36,916,3.62,8,1,0,0.05,0.08
36,31,35,938,4.14,6,1,2,0.08,0.06
39,34,41,664,4.01,7,1,1,0.13,0.05
19,27,19,2082,4.01,5,0,0,0.09,0.15
25,22,21,2967,4.49,7,0,0,0.12,0.16
10,19,33,1487,4.65,7,0,2,0.15,0.08
5,33,60,1016,4.03,10,0,2,0.12,0.02
8,17,47,581,3.89,5,0,2,0.05,0.19
15,36,55,618,4.24,8,0,2,0.03,0.1
30,19,17,2160,4.68,9,1,0,0.05,0.2
27,23,64,1826,4.47,11,0,0,0.1,0.14
33,23,40,527,3.56,4,0,0,0.01,0.04
25,36,25,2524,4.22,8,1,1,0.04,0.08
31,29,29,997,4.99,4,1,0,0.06,0.14
17,31,47,693,4.03,4,1,1,0.13,0.14
27,20,24,1091,4.16,4,0,0,0.02,0.06
74,3,178,9781,2.464645812960442,16,5,9,0.7470503017456125,0.5217170422983974
34,30,28,2357,4.25,11,1,0,0.09,0.07
8,39,78,1559,3.74,8,1,1,0.03,0.16
20,10,72,2805,3.87,7,1,2,0.04,0.06
35,28,41,612,4.57,10,1,0,0.04,0.15
29,16,46,1817,3.71,6,0,1,0.09,0.18
16,33,75,2237,4.89,10,1,0,0.02,0.09
30,27,16,2561,3.96,5,1,2,0.14,0.02
37,12,57,2190,4.36,5,0,1,0.03,0.05
32,29,20,2687,3.98,4,0,2,0.14,0.08
13,39,40,1894,4.22,6,1,1,0.12,0.05
16,20,53,1950,4.86,9,0,2,0.13,0.07
9,14,54,1865,3.6,10,0,1,0.03,0.12
32,28,65,2736,4.78,9,1,1,0.1,0.02
39,30,41,2629,4.34,6,1,0,0.12,0.03
9,33,30,1457,4.5,5,0,2,0.09,0.17
38,33,40,1628,3.58,7,1,0,0.09,0.11
38,39,10,2928,4.64,8,1,2,0.03,0.19
17,11,20,2876,3.69,8,0,2,0.07,0.02
18,31,77,2619,4.95,11,0,0,0.03,0.02
15,13,45,2196,4.7,4,0,1,0.15,0.15
8,34,68,632,4.24,10,0,2,0.11,0.11
37,19,76,1069,4.89,4,0,1,0.02,0.18
11,11,65,624,3.75,4,1,2,0.08,0.16
12,17,60,1534,4.99,5,0,0,0.1,0.11
14,10,38,2574,4.58,5,1,1,0.02,0.11
19,36,11,706,3.65,11,1,0,0.1,0.17
19,15,15,811,4.3,9,1,2,0.03,0.16
9,20,40,2929,4.57,11,1,0,0.07,0.07
33,36,63,2285,4.42,8,1,2,0.1,0.14
23,39,49,1838,4.14,9,0,1,0.06,0.14
14,37,26,795,3.87,9,1,1,0.06,0.17
16,19,14,901,3.86,4,1,0,0.13,0.18
8,22,11,1958,4.89,9,0,0,0.05,0.07
92,3,182,7903,2.319767503355539,17,3,8,0.7857130027309575,0.7568923627395381
22,11,21,621,4.94,9,0,0,0.13,0.19
20,12,14,1250,3.82,10,1,0,0.03,0.04
29,18,69,605,4.08,7,0,1,0.02,0.12
27,14,50,1559,3.52,5,0,2,0.13,0.1
16,19,29,2073,4.85,9,1,0,0.09,0.09
38,19,10,571,3.66,10,0,0,0.13,0.15
7,21,65,1067,4.04,4,0,1,0.04,0.04
13,27,79,1744,4.76,11,1,2,0.13,0.17
22,35,65,575,4.69,11,1,2,0.02,0.02
39,30,63,1509,4.76,10,1,0,0.13,0.12
38,30,20,2775,4.87,4,1,0,0.13,0.06
18,10,12,952,4.87,5,1,2,0.09,0.14
8,12,37,1265,4.66,8,1,0,0.1,0.11
33,14,14,986,4.37,8,0,2,0.06,0.2
19,34,25,1997,4.34,10,1,0,0.04,0.18
32,35,40,1329,3.52,8,1,0,0.07,0.08
20,26,37,2440,4.58,8,1,1,0.1,0.12
16,17,16,1470,3.84,6,1,2,0.15,0.08
9,26,18,989,4.74,4,1,2,0.12,0.15
38,18,48,2923,4.33,8,1,0,0.07,0.1
5,15,52,2778,4.98,11,1,1,0.11,0.04
36,26,36,2435,3.82,10,1,2,0.03,0.14
30,17,42,974,4.59,10,1,0,0.07,0.02
21,30,65,1603,4.32,10,0,0,0.07,0.07
31,16,11,2209,4.9,8,0,1,0.15,0.18
28,16,23,2099,3.9,11,0,2,0.06,0.04
39,24,22,1695,3.59,11,1,2,0.02,0.11
30,16,33,725,4.32,9,1,0,0.02,0.16
27,31,78,2690,4.28,10,0,0,0.11,0.18
26,36,43,1207,3.97,11,1,1,0.05,0.12
8,17,28,2214,4.98,7,0,2,0.13,0.05
13,18,39,553,3.6,7,1,2,0.08,0.19
8,37,58,2743,4.35,10,1,1,0.06,0.15
11,24,52,2252,3.89,4,1,2,0.12,0.09
27,11,25,2845,3.5,9,1,1,0.07,0.07
6,16,61,1953,4.98,5,0,2,0.11,0.03
28,24,58,1078,4.22,8,1,1,0.11,0.05
35,27,20,2198,4.79,6,0,1,0.11,0.16
35,31,56,999,4.76,7,1,0,0.13,0.04
38,27,44,705,4.72,8,0,2,0.13,0.04
28,19,38,2441,4.19,5,1,0,0.1,0.06
30,31,63,1660,4.84,6,1,1,0.14,0.09
20,27,32,2955,4.05,7,1,1,0.01,0.05
17,10,33,778,4.11,9,1,1,0.14,0.18
19,16,19,1968,3.88,5,0,2,0.03,0.07
31,12,70,1176,4.17,5,0,0,0.04,0.19
8,23,17,1440,4.98,11,0,1,0.12,0.2
20,21,57,2818,4.36,9,0,2,0.07,0.16
34,23,38,940,4.75,6,0,1,0.07,0.02
34,38,35,1751,3.9,6,1,1,0.05,0.06
7,13,46,2674,4.93,7,0,1,0.04,0.07
26,22,61,1793,3.52,6,0,1,0.02,0.12
26,25,47,2343,4.9,8,0,0,0.04,0.05
16,25,15,2283,4.85,6,1,1,0.09,0.03
25,31,17,2375,3.6,9,0,1,0.11,0.05
8,14,26,1047,4.41,5,0,0,0.11,0.08
35,29,71,1485,4.68,6,0,0,0.06,0.03
35,34,43,2566,4.11,10,0,1,0.14,0.06
27,15,28,924,3.64,11,1,0,0.06,0.05
24,15,79,2605,4.74,7,1,0,0.03,0.16
19,27,46,2970,4.2,8,0,0,0.14,0.05
27,15,47,2298,3.89,6,1,0,0.09,0.16
32,16,24,2183,3.61,8,1,1,0.15,0.11
20,33,49,2448,4.46,6,0,2,0.07,0.16
25,39,18,565,3.56,8,1,2,0.12,0.1
19,33,62,1314,4.69,10,1,1,0.03,0.18
21,25,79,1674,4.66,6,1,2,0.13,0.07
17,18,75,2309,3.98,6,1,0,0.03,0.16
23,35,61,936,4.21,4,1,2,0.02,0.05
34,36,10,1289,4.5,5,1,1,0.02,0.18
22,22,39,2520,4.94,7,1,2,0.09,0.03
18,21,10,734,4.28,7,1,1,0.05,0.1
24,28,48,2238,5.0,4,0,2,0.14,0.1
23,35,25,1174,3.99,6,1,0,0.13,0.13
11,32,26,2645,4.29,5,1,0,0.12,0.1
8,32,31,1532,3.67,8,1,0,0.12,0.13
38,10,40,1426,4.33,4,0,2,0.13,0.18
6,17,49,1260,4.3,7,0,2,0.13,0.05
9,13,36,2974,4.77,7,1,2,0.14,0.06
14,30,45,726,4.99,9,0,0,0.14,0.16
36,39,13,2276,4.98,10,0,2,0.05,0.06
17,31,78,2564,3.85,9,1,2,0.04,0.18
9,28,34,2775,4.01,7,0,1,0.1,0.12
14,30,39,1205,3.91,6,0,0,0.03,0.03
14,35,56,2315,3.8,9,0,2,0.04,0.02
31,14,21,1761,3.73,8,0,1,0.12,0.16
25,26,36,1910,4.27,8,0,1,0.1,0.17
12,12,54,1168,4.81,8,0,1,0.1,0.06
5,28,72,2801,4.38,6,0,0,0.14,0.06
32,10,64,2345,4.81,10,1,1,0.1,0.19
18,38,39,1837,4.94,7,0,0,0.07,0.14
25,32,23,1824,4.07,9,0,1,0.05,0.05
34,10,65,617,4.75,10,0,2,0.06,0.1
25,32,28,2368,3.58,10,1,0,0.05,0.18
13,29,35,2597,4.22,9,1,0,0.01,0.13
21,18,47,2313,4.05,7,1,2,0.05,0.09
79,4,297,8853,2.344850039767261,22,4,7,0.47192462955986003,0.5487380816335449
35,14,45,1042,4.16,5,1,0,0.11,0.15
23,16,27,2874,4.17,6,0,0,0.1,0.07
37,34,66,2026,4.71,6,1,0,0.14,0.12
17,35,32,1769,4.8,7,0,0,0.05,0.13
18,15,23,1101,4.49,8,0,0,0.09,0.12
37,26,78,2649,4.45,10,0,2,0.01,0.06
33,31,31,887,3.67,7,1,0,0.13,0.15
14,26,37,2102,4.36,9,1,0,0.07,0.12
64,1,216,11412,1.2847248966948706,16,5,6,0.7250956780007466,0.5152719482262029
74,2,250,7539,1.8899446366998696,21,5,8,0.5126054364550703,0.4806871357882795
5,13,45,2731,3.64,9,1,0,0.13,0.08
11,39,16,555,4.45,4,0,2,0.03,0.08
31,17,32,1805,4.38,6,0,2,0.14,0.16
25,14,43,1651,3.83,4,1,1,0.06,0.11
32,14,30,1216,3.89,10,0,0,0.05,0.19
20,22,79,2249,4.66,9,1,0,0.06,0.16
27,35,56,2162,4.69,8,0,1,0.07,0.12
24,20,62,2763,4.24,7,0,2,0.09,0.05
29,17,50,813,3.72,5,1,2,0.09,0.06
32,17,41,2780,3.58,5,0,2,0.07,0.05
9,10,23,1387,3.91,5,1,1,0.07,0.1
25,22,26,746,4.6,9,0,1,0.05,0.15
22,38,34,2989,4.4,9,0,2,0.06,0.16
10,14,73,2422,4.58,11,0,0,0.08,0.04
33,37,57,2682,4.21,11,0,0,0.09,0.11
23,30,44,1525,4.63,7,1,2,0.03,0.11
37,17,46,660,4.22,8,1,0,0.12,0.1
5,26,64,2687,3.63,5,0,2,0.11,0.07
7,32,26,2851,3.62,4,1,2,0.05,0.11
25,32,37,1983,4.75,8,1,0,0.07,0.11
39,22,10,2237,4.44,8,1,0,0.14,0.13
7,18,62,624,3.92,9,0,1,0.01,0.09
84,4,298,11801,1.684114120465663,18,4,5,0.6725153741588479,0.5570195146627787
24,28,70,1870,3.7,8,1,0,0.08,0.08
38,29,22,2117,4.47,5,1,0,0.1,0.18
25,26,56,2477,4.98,8,1,0,0.11,0.16
27,16,73,2954,3.73,9,0,2,0.07,0.1
10,39,41,663,3.71,5,0,0,0.04,0.11
17,35,37,1361,4.2,4,1,2,0.14,0.18
27,12,62,2787,4.46,11,1,2,0.11,0.11
13,28,40,1736,3.54,9,1,1,0.09,0.14
21,28,17,2696,4.25,4,0,2,0.07,0.17
6,33,34,1706,3.62,4,1,0,0.08,0.18
23,18,42,1004,3.86,9,1,1,0.13,0.06
23,19,77,1024,4.57,9,0,1,0.01,0.2
11,38,16,1903,4.61,4,0,1,0.13,0.19
24,23,75,2267,4.59,8,1,2,0.02,0.07
13,27,55,1200,3.6,8,0,2,0.1,0.13
21,35,14,1517,4.68,10,0,2,0.06,0.03
31,24,26,549,4.15,5,0,1,0.1,0.05
6,35,61,1194,4.21,10,0,2,0.02,0.13
23,10,21,525,4.13,4,0,2,0.09,0.14
21,39,71,510,4.79,6,0,1,0.13,0.12
9,34,44,1307,4.52,11,0,1,0.08,0.15
22,15,71,1625,4.25,4,0,0,0.02,0.16
11,39,30,2558,4.75,7,1,1,0.02,0.05
21,24,75,1472,4.71,6,1,1,0.1,0.14
8,34,62,2954,3.51,7,0,1,0.02,0.12
29,15,30,1568,4.22,6,1,0,0.02,0.04
9,27,24,1341,3.56,9,1,0,0.07,0.06
34,10,32,858,3.96,5,1,0,0.04,0.1
16,39,40,784,4.71,10,0,1,0.04,0.18
8,33,63,2947,4.92,8,1,0,0.08,0.06
28,12,64,1974,3.86,5,1,1,0.05,0.05
33,26,35,2135,3.53,6,1,2,0.04,0.15
13,25,62,2935,4.1,4,1,0,0.08,0.2
8,17,75,924,4.0,5,0,2,0.05,0.1
28,37,48,1529,4.52,6,1,1,0.02,0.08
18,26,16,2419,4.24,4,1,2,0.11,0.07
9,17,48,2988,4.1,8,1,0,0.09,0.03
22,26,41,855,3.84,6,0,0,0.04,0.05
23,34,35,1053,4.74,7,1,1,0.09,0.04
16,39,38,2386,3.87,7,0,0,0.14,0.11
22,18,34,767,3.58,11,0,2,0.14,0.2
21,21,65,2415,4.35,7,0,2,0.08,0.16
34,38,40,1740,3.98,4,1,0,0.02,0.13
28,34,75,563,4.57,11,0,0,0.07,0.11
15,28,11,2989,3.62,10,0,1,0.01,0.13
39,13,56,1798,4.95,4,0,2,0.07,0.09
27,30,38,969,3.78,11,1,0,0.14,0.05
21,31,58,2519,4.04,10,1,2,0.08,0.13
5,34,41,2336,4.22,5,0,1,0.09,0.12
19,38,39,2523,4.84,4,1,2,0.03,0.19
36,20,24,2089,4.58,6,1,1,0.01,0.14
13,37,71,1377,3.72,7,1,2,0.15,0.16
19,13,26,1717,4.16,10,0,1,0.06,0.04
32,23,31,2560,4.31,8,1,0,0.05,0.16
28,23,39,721,4.55,9,1,0,0.09,0.2
39,15,25,2228,4.36,7,0,1,0.11,0.14
26,38,61,1919,4.19,6,0,2,0.05,0.15
31,26,17,1380,4.65,9,1,2,0.08,0.2
23,11,73,1338,4.07,8,1,2,0.06,0.09
16,17,48,1251,4.98,11,0,0,0.08,0.17
24,13,40,769,4.92,5,1,0,0.03,0.09
5,19,21,2134,4.56,4,0,2,0.08,0.1
25,16,42,1231,4.82,11,0,0,0.02,0.14
5,13,67,1115,4.09,6,1,0,0.13,0.07
14,25,21,1931,4.37,9,0,0,0.1,0.2
36,23,34,2612,3.91,4,1,1,0.14,0.08
26,25,47,2575,4.83,10,1,1,0.09,0.04
22,34,57,1812,4.21,11,0,0,0.04,0.08
36,18,64,2402,4.3,5,1,0,0.08,0.17
31,13,12,2784,4.8,8,1,0,0.1,0.08
32,38,78,883,4.7,9,0,2,0.06,0.13
22,33,44,2873,3.98,6,1,1,0.09,0.19
33,15,60,584,3.63,10,0,2,0.03,0.07
22,10,36,745,3.74,8,0,0,0.12,0.04
12,16,46,2935,4.01,9,1,0,0.14,0.04
35,10,25,2813,3.96,9,1,2,0.05,0.1
38,28,34,1303,3.56,6,1,0,0.12,0.04
11,17,42,2775,4.15,5,1,1,0.02,0.1
22,34,71,739,3.66,5,0,1,0.04,0.18
13,12,26,1596,3.83,5,1,0,0.07,0.16
13,10,52,887,4.68,4,1,1,0.06,0.12
12,10,39,2925,4.24,10,1,0,0.1,0.17
39,16,50,2759,4.06,7,0,0,0.09,0.04
81,4,173,8729,2.2695658149677036,22,3,6,0.5351861119438516,0.6812419964783784
9,22,75,670,4.8,6,0,1,0.03,0.04
18,39,69,1675,4.86,8,1,2,0.02,0.11
32,10,18,2200,4.28,7,0,1,0.14,0.1
34,25,40,1308,4.88,4,0,1,0.1,0.07
8,31,78,2651,4.2,4,1,2,0.13,0.17
24,39,33,1805,3.66,7,1,1,0.09,0.06
29,31,33,2919,3.53,9,0,0,0.04,0.12
32,23,54,628,3.69,6,0,1,0.1,0.11
16,13,46,2767,4.43,7,1,0,0.08,0.1
6,32,67,1696,3.98,4,1,0,0.07,0.03
18,32,32,971,4.47,9,0,1,0.06,0.15
26,21,44,2383,4.26,4,0,2,0.1,0.02
35,34,72,2025,4.0,9,0,1,0.1,0.17
27,21,15,2641,3.83,8,0,1,0.03,0.07
24,26,15,2099,3.62,6,0,1,0.12,0.04
8,30,39,1544,4.67,6,1,0,0.1,0.1
19,24,10,2653,4.73,4,1,0,0.09,0.12
28,19,72,2371,4.31,7,0,2,0.11,0.08
29,12,17,1723,3.74,4,1,2,0.03,0.04
5,32,37,2367,3.9,8,1,1,0.14,0.02
11,29,42,1875,4.93,11,1,2,0.05,0.15
35,29,62,1805,3.84,7,1,1,0.05,0.18
16,38,47,1111,3.59,4,1,0,0.12,0.04
9,21,61,2062,4.33,9,0,1,0.06,0.06
16,10,20,1447,3.89,10,0,1,0.13,0.02
22,10,11,2098,4.94,9,1,1,0.06,0.18
6,19,62,1353,4.36,11,0,1,0.09,0.1
14,27,77,2409,4.95,6,1,2,0.04,0.19
19,24,16,2976,4.68,8,1,1,0.11,0.1
34,11,76,2477,4.58,10,0,0,0.03,0.18
21,26,18,1561,4.75,4,1,1,0.14,0.19
8,17,72,1942,4.41,4,0,0,0.06,0.08
11,31,20,801,3.52,11,1,2,0.08,0.14
35,31,46,1138,4.09,9,1,1,0.01,0.14
38,35,23,570,3.83,11,1,0,0.15,0.02
10,35,28,2422,4.15,11,0,1,0.12,0.1
38,18,17,1145,4.21,10,0,1,0.07,0.17
19,30,16,2288,3.69,9,1,2,0.14,0.19
18,29,68,673,3.54,9,0,0,0.14,0.18
10,20,72,2498,3.71,9,1,0,0.08,0.2
36,15,16,589,4.79,5,0,0,0.04,0.14
7,33,64,2915,4.63,10,1,1,0.08,0.06
7,23,12,2866,4.7,10,1,2,0.06,0.12
26,10,76,1323,3.91,7,1,1,0.07,0.1
26,16,27,1050,3.85,11,0,2,0.14,0.07
14,33,54,559,3.56,5,1,2,0.05,0.16
7,18,45,1628,4.21,11,0,0,0.13,0.13
16,20,25,1762,4.07,6,0,2,0.14,0.16
33,33,38,1985,4.75,7,0,0,0.12,0.07
21,32,68,626,4.52,8,0,1,0.08,0.18
11,25,27,582,3.72,7,0,1,0.09,0.06
17,28,58,1743,4.98,10,1,2,0.12,0.13
6,11,55,1445,4.66,9,1,0,0.02,0.03
8,24,38,2140,4.58,4,0,0,0.11,0.12
14,12,79,2452,3.82,4,0,1,0.08,0.04
28,13,59,2495,4.86,4,1,2,0.07,0.08
21,29,64,1389,4.21,11,1,0,0.12,0.17
10,31,36,1073,3.95,7,0,0,0.05,0.18
23,37,16,1012,4.48,4,0,2,0.14,0.16
9,16,50,2409,3.82,4,0,1,0.11,0.09
36,21,20,564,4.86,9,0,0,0.1,0.12
14,13,14,2464,4.78,5,1,0,0.08,0.06
13,19,75,2730,4.2,4,1,2,0.04,0.14
31,15,65,1589,3.79,5,0,2,0.1,0.08
17,34,21,2601,4.24,6,0,0,0.11,0.06
23,39,51,1744,3.72,7,0,0,0.01,0.13
25,31,19,2783,3.9,5,0,2,0.06,0.04
28,23,37,1388,4.22,10,1,2,0.13,0.14
8,12,16,1111,3.53,11,0,0,0.1,0.05
28,26,23,937,4.65,9,1,2,0.1,0.12
39,20,78,1626,3.8,7,0,0,0.04,0.09
7,19,70,1959,4.8,10,1,2,0.1,0.12
8,35,60,1944,3.53,10,0,0,0.12,0.06
39,38,51,1023,4.3,7,0,0,0.07,0.08
35,30,17,1966,4.66,8,1,2,0.04,0.05
29,19,59,2951,3.86,5,1,1,0.02,0.16
17,19,10,2890,4.56,4,1,0,0.08,0.03
8,12,78,1299,4.58,10,0,1,0.11,0.09
18,33,20,2761,4.46,11,1,1,0.03,0.1
17,35,57,1523,4.05,9,0,2,0.07,0.06
31,24,19,2079,4.68,9,0,0,0.09,0.09
10,26,24,821,4.44,8,1,1,0.03,0.1
21,36,56,679,4.39,5,1,0,0.05,0.06
39,27,34,2927,4.73,9,1,0,0.1,0.14
21,28,15,2204,3.87,5,0,1,0.11,0.03
6,28,20,949,3.85,6,0,1,0.1,0.06
17,21,26,1784,4.08,4,0,0,0.11,0.13
6,33,24,2160,3.61,6,1,1,0.09,0.13
32,14,25,2678,4.01,11,1,1,0.13,0.07
30,33,65,1757,4.11,7,0,0,0.13,0.14
26,36,75,1403,4.24,4,1,1,0.12,0.1
7,25,45,1677,3.88,11,0,1,0.09,0.11
39,39,47,829,4.86,6,1,0,0.15,0.08
77,2,177,10888,1.4569124403965092,19,5,9,0.7768681931452668,0.753548918079187
28,24,27,2389,4.78,10,1,2,0.04,0.15
9,36,63,2414,4.17,10,0,0,0.12,0.06
24,15,26,2600,4.58,4,1,2,0.13,0.06
17,21,22,2367,3.67,5,0,0,0.12,0.16
16,11,72,912,4.32,7,0,2,0.13,0.09
17,36,23,2040,4.94,8,0,2,0.07,0.04
14,29,68,2915,4.5,9,0,1,0.14,0.03
37,18,45,1975,4.73,8,1,0,0.04,0.09
20,13,27,2064,3.89,11,0,0,0.14,0.09
39,14,14,1014,4.7,8,1,1,0.09,0.15
7,30,23,980,4.03,7,0,1,0.03,0.12
9,35,34,2961,4.23,4,1,2,0.11,0.16
30,17,53,2775,3.78,4,0,0,0.05,0.08
15,31,48,2684,4.23,10,1,1,0.04,0.13
11,19,21,1017,4.27,4,0,1,0.03,0.18
14,16,70,1984,4.43,8,0,2,0.01,0.03
38,31,71,804,4.8,5,1,2,0.12,0.15
7,23,62,1154,3.96,6,1,1,0.08,0.15
12,39,62,2477,4.98,11,1,2,0.15,0.16
35,39,37,680,4.77,10,1,0,0.07,0.07
15,14,44,529,4.1,8,0,2,0.13,0.09
11,25,74,1264,3.84,7,1,0,0.15,0.06
6,24,12,539,3.61,4,0,1,0.01,0.08
10,14,52,2734,3.85,10,1,1,0.02,0.19
36,12,59,2866,4.83,6,1,2,0.06,0.1
24,32,18,1391,3.94,4,0,1,0.13,0.17
38,38,45,2871,3.71,4,1,2,0.13,0.16
20,19,32,2426,3.53,4,1,2,0.06,0.1
29,14,59,1442,3.95,9,1,2,0.04,0.2
16,32,64,1566,3.82,10,1,2,0.12,0.17
11,24,21,2721,3.65,5,1,0,0.09,0.11
21,27,41,2282,4.93,10,1,0,0.01,0.08
15,34,33,1184,3.9,6,1,1,0.12,0.03
10,17,76,1564,3.51,11,1,2,0.14,0.1
27,30,36,2956,4.92,11,1,1,0.02,0.08
31,11,70,2085,4.37,10,1,2,0.05,0.15
10,31,28,1846,3.62,11,0,1,0.12,0.02
6,17,60,2727,3.55,10,1,0,0.09,0.17
26,32,73,1682,3.66,10,1,1,0.15,0.09
86,2,204,7106,1.6341784972226776,18,4,6,0.4499396050944866,0.7731458976326907
29,13,45,2953,3.59,11,1,2,0.03,0.05
19,39,20,1038,4.35,5,0,1,0.1,0.19
33,28,77,2923,4.48,9,1,1,0.1,0.09
12,32,77,2421,3.72,7,1,2,0.03,0.17
37,27,73,2803,4.23,10,0,1,0.02,0.06
26,39,10,2825,4.95,9,1,0,0.09,0.04
9,30,35,748,4.75,7,1,2,0.07,0.13
22,38,20,1192,4.59,9,0,2,0.09,0.2
34,32,11,1540,4.28,8,0,0,0.04,0.14
35,10,49,1891,4.09,6,1,1,0.09,0.13
14,29,13,2672,4.18,8,1,0,0.06,0.1
19,24,46,1835,4.65,5,1,2,0.13,0.07
22,27,70,2759,4.33,6,1,0,0.05,0.1
27,31,14,1938,4.65,10,1,1,0.13,0.05
37,21,24,999,4.95,10,0,1,0.06,0.07
20,10,76,1310,4.46,11,1,2,0.09,0.11
39,16,35,2235,4.4,7,0,2,0.05,0.05
38,28,15,1388,4.11,6,0,0,0.12,0.16
32,37,53,1710,3.8,6,1,1,0.13,0.02
6,10,67,2423,4.06,6,1,0,0.12,0.08
34,33,55,2486,4.28,8,1,2,0.1,0.11
17,16,51,1991,3.55,4,0,0,0.05,0.19
20,11,57,674,4.21,5,0,1,0.1,0.12
9,16,36,2864,4.79,6,0,2,0.14,0.07
32,28,29,1323,4.96,6,1,0,0.1,0.08
24,22,79,1430,4.78,8,1,0,0.14,0.08
28,34,44,2514,3.76,5,0,1,0.05,0.05
31,33,57,768,3.73,5,1,1,0.13,0.05
34,14,76,2317,4.09,10,0,0,0.11,0.11
31,32,77,723,3.84,7,1,1,0.12,0.07
30,28,61,1775,4.51,5,1,2,0.11,0.04
11,10,77,1647,3.63,5,1,0,0.08,0.06
9,10,13,737,4.17,10,0,0,0.11,0.11
27,36,48,2622,3.92,6,0,2,0.14,0.07
32,27,30,999,4.39,10,1,1,0.07,0.06
38,33,75,2045,4.7,4,0,2,0.14,0.13
19,10,25,767,4.89,6,0,2,0.02,0.14
36,36,16,2010,4.95,11,0,0,0.01,0.06
30,37,18,1486,4.03,11,1,2,0.08,0.1
35,14,26,2123,4.78,9,1,1,0.13,0.16
23,18,21,1222,4.39,8,1,0,0.04,0.14
13,21,66,1595,4.54,5,0,1,0.11,0.03
33,18,54,689,4.78,4,0,2,0.09,0.08
8,27,20,1495,3.7,6,0,2,0.05,0.15
7,32,22,2085,4.92,9,0,1,0.05,0.05
33,20,40,1065,4.32,7,0,0,0.02,0.06
15,10,35,1492,4.0,8,0,2,0.09,0.13
37,28,72,655,4.01,9,1,2,0.07,0.07
15,31,40,2395,4.63,11,1,2,0.05,0.08
31,34,31,2086,4.52,11,1,0,0.15,0.11
